recency_days,frequency,monetary,avg_review_score,avg_installments,avg_freight,avg_items_per_order,state_freq_encoding,credit_card_usage_ratio,avg_delivery_days
332,1,79.22,5.0,3.0,25.22,1.0,0.128798285048285,1.0,8.0
58,1,96.69,5.0,1.0,26.79,1.0,0.1171224608724608,1.0,6.0
84,1,42.39,5.0,2.0,7.39,1.0,0.419320263070263,1.0,8.0
25,1,123.54,5.0,2.0,18.54,1.0,0.128798285048285,1.0,9.0
115,1,99.9,5.0,2.0,0.0,1.0,0.128798285048285,1.0,9.0
275,1,39.6,1.0,1.0,15.1,1.0,0.0549138361638361,0.0,41.0
384,1,107.78,4.0,1.0,17.88,1.0,0.020302614052614,1.0,20.0
540,1,122.34,5.0,10.0,21.34,1.0,0.020302614052614,1.0,12.0
224,1,42.58,5.0,2.0,13.08,1.0,0.419320263070263,1.0,5.0
173,1,54.58,1.0,4.0,14.78,2.0,0.419320263070263,0.5,7.0
442,1,165.06,4.0,3.0,45.3,3.0,0.020302614052614,1.0,12.0
194,1,19.33,5.0,1.0,7.78,1.0,0.419320263070263,1.0,9.0
211,1,797.66,5.0,8.0,85.16,1.0,0.020302614052614,1.0,27.0
193,1,44.24,5.0,1.0,9.34,1.0,0.419320263070263,1.0,3.0
199,2,309.1,5.0,2.0,12.05,1.0,0.419320263070263,0.5,11.0
189,1,62.31,5.0,3.0,15.1,1.0,0.0508033633033633,1.0,11.0
386,1,77.98,4.0,6.0,17.99,1.0,0.128798285048285,1.0,14.0
425,1,68.63,5.0,3.0,16.13,1.0,0.419320263070263,1.0,9.0
386,1,59.01,4.0,2.0,16.11,1.0,0.419320263070263,1.0,5.0
250,1,225.64,5.0,2.0,36.64,1.0,0.0050158175158175,1.0,23.0
543,1,173.6,5.0,2.0,13.7,1.0,0.419320263070263,1.0,6.0
322,1,282.6,5.0,5.0,102.7,1.0,0.419320263070263,1.0,9.0
38,1,39.23,1.0,3.0,19.33,1.0,0.1171224608724608,1.0,7.0
349,1,47.68,3.0,1.0,7.78,1.0,0.419320263070263,1.0,3.0
189,1,74.18,1.0,3.0,30.2,2.0,0.0549138361638361,1.0,41.0
25,1,128.54,1.0,1.0,23.54,1.0,0.128798285048285,1.0,16.0
143,2,99.67000000000002,4.0,4.5,7.84,1.0,0.419320263070263,1.0,5.5
436,1,88.74,4.0,1.0,8.75,1.0,0.419320263070263,0.0,3.0
56,1,37.46,5.0,1.0,7.47,1.0,0.419320263070263,1.0,7.0
470,1,88.74,5.0,1.0,8.75,1.0,0.419320263070263,1.0,1.0
139,1,158.21,5.0,1.0,29.21,1.0,0.1171224608724608,1.0,7.0
202,1,138.6,2.0,2.0,15.61,1.0,0.0549138361638361,1.0,21.0
287,1,27.68,4.0,1.0,7.78,1.0,0.419320263070263,1.0,5.0
495,1,98.9,5.0,1.0,9.0,1.0,0.419320263070263,0.5,17.0
80,1,340.08,4.0,8.0,24.03,1.0,0.419320263070263,1.0,7.0
20,1,858.65,4.0,3.0,63.65,1.0,0.419320263070263,1.0,11.0
205,1,225.21,1.0,2.0,45.51,3.0,0.128798285048285,1.0,31.0
409,1,96.35,4.0,9.0,17.8,1.0,0.419320263070263,1.0,9.0
183,1,162.38,1.0,2.0,21.48,1.0,0.128798285048285,1.0,34.0
129,1,209.41,4.0,2.0,9.51,1.0,0.419320263070263,1.0,2.0
200,2,245.69,3.0,6.0,16.875,1.0,0.0367236929736929,1.0,19.5
294,1,131.04,5.0,1.0,18.04,1.0,0.419320263070263,1.0,6.0
231,1,25.5,4.0,1.0,11.85,1.0,0.1171224608724608,0.0,7.0
98,1,20.75,4.0,1.0,7.87,1.0,0.419320263070263,1.0,13.0
419,1,48.69,5.0,1.0,16.79,1.0,0.0367236929736929,0.0,8.0
211,1,152.02,5.0,1.0,18.82,1.0,0.419320263070263,0.0,16.0
10,1,68.66,1.0,6.0,8.76,1.0,0.128798285048285,1.0,5.0
268,1,76.08,5.0,7.0,16.18,1.0,0.020302614052614,1.0,17.0
269,1,284.9,4.156186520855942,3.0,14.91,1.0,0.419320263070263,1.0,7.0
275,1,86.15,5.0,1.0,16.25,1.0,0.419320263070263,1.0,21.0
284,1,72.2,5.0,1.0,27.2,1.0,0.0049325674325674,1.0,13.0
188,1,35.09,4.0,1.0,15.1,1.0,0.0508033633033633,1.0,11.0
100,1,39.19,4.0,1.0,12.79,1.0,0.419320263070263,1.0,3.0
377,1,133.76,5.0,7.0,13.86,1.0,0.419320263070263,1.0,11.0
329,1,66.91,5.0,2.0,9.94,1.0,0.419320263070263,1.0,5.0
10,1,241.57,5.0,2.0,31.67,2.0,0.419320263070263,1.0,3.0
44,1,197.45,5.0,1.0,57.46,1.0,0.0367236929736929,0.0,28.0
330,1,647.54,5.0,1.0,37.54,1.0,0.419320263070263,0.0,17.0
361,1,60.85,5.0,3.0,11.85,1.0,0.419320263070263,1.0,8.0
207,1,127.43,4.0,1.0,15.53,1.0,0.0204274891774891,0.0,17.0
69,1,279.84,1.0,1.0,10.84,1.0,0.419320263070263,0.0,4.0
376,1,53.79,4.0,1.0,26.89,1.0,0.0098755411255411,0.0,14.0
32,1,57.87,4.0,1.0,12.97,1.0,0.419320263070263,0.0,4.0
220,1,86.83,5.0,1.0,16.93,1.0,0.419320263070263,1.0,10.0
439,1,95.31,1.0,1.0,15.31,1.0,0.419320263070263,1.0,3.0
40,1,44.2,4.0,1.0,15.3,1.0,0.0215721778221778,0.0,13.0
117,1,53.28,5.0,1.0,8.29,1.0,0.419320263070263,1.0,4.0
19,1,79.08,5.0,1.0,9.18,1.0,0.0367236929736929,1.0,4.0
261,1,238.69,5.0,10.0,18.79,1.0,0.0204274891774891,1.0,30.0
164,1,97.77,3.0,9.0,7.97,1.0,0.419320263070263,1.0,14.0
401,1,140.68,5.0,6.0,15.69,1.0,0.419320263070263,1.0,7.0
366,1,51.63,4.0,1.0,11.73,1.0,0.419320263070263,1.0,1.0
374,1,51.09,5.0,1.0,21.19,1.0,0.419320263070263,0.5,7.0
2,1,28.2,4.0,1.0,8.3,1.0,0.419320263070263,1.0,3.0
305,1,262.09,5.0,1.0,39.11,1.0,0.419320263070263,0.0,10.0
82,1,333.78,5.0,6.0,23.88,1.0,0.0367236929736929,1.0,5.0
121,1,177.13,5.0,1.0,27.13,1.0,0.0204274891774891,1.0,9.0
453,2,446.49,3.0,1.0,41.5,1.0,0.000801282051282,1.0,26.0
180,1,147.58,4.0,3.0,108.04,2.0,0.0549138361638361,1.0,31.0
75,1,99.82,1.0,7.0,25.84,2.0,0.419320263070263,1.0,5.0
203,1,53.69,5.0,1.0,16.79,1.0,0.0072115384615384,0.0,27.0
161,1,378.0,5.0,1.0,78.2,2.0,0.1171224608724608,0.0,12.0
340,1,86.02,5.0,1.0,16.12,1.0,0.419320263070263,0.0,8.0
294,1,56.78,5.0,2.0,7.78,1.0,0.419320263070263,1.0,5.0
279,1,2429.68,4.0,8.0,29.68,1.0,0.128798285048285,1.0,20.0
171,1,50.69,5.0,5.0,12.79,1.0,0.419320263070263,1.0,3.0
67,1,137.52,3.0,1.0,18.63,1.0,0.1171224608724608,1.0,9.0
483,1,32.0,5.0,1.0,14.11,1.0,0.128798285048285,1.0,11.0
289,1,208.72,4.0,1.0,28.76,2.0,0.419320263070263,0.0,7.0
90,1,52.84,5.0,1.0,22.85,1.0,0.0041729104229104,1.0,28.0
108,1,420.68,5.0,1.0,20.68,1.0,0.1171224608724608,1.0,4.0
182,1,34.85,3.0,1.0,11.85,1.0,0.419320263070263,1.0,9.0
278,1,207.28,5.0,1.0,27.3,2.0,0.419320263070263,0.0,10.0
351,2,257.52,4.0,6.0,13.31,1.0,0.419320263070263,1.0,2.5
318,1,65.48,5.0,1.0,15.98,1.0,0.419320263070263,1.0,7.0
115,1,57.86,1.0,2.0,45.86,2.0,0.419320263070263,1.0,29.0
129,1,319.05,5.0,6.0,54.05,1.0,0.419320263070263,1.0,4.0
428,1,233.04,3.0,1.0,13.04,1.0,0.419320263070263,0.0,6.0
156,1,292.96,3.0,3.0,45.16,2.0,0.020302614052614,1.0,10.0
119,1,162.7,5.0,1.0,27.8,1.0,0.419320263070263,0.0,8.0
180,1,85.24,5.0,1.0,15.24,1.0,0.0549138361638361,1.0,10.0
580,1,234.59,5.0,4.0,34.6,1.0,0.0091054778554778,1.0,19.0
535,1,51.42,1.0,1.0,14.52,1.0,0.0367236929736929,0.0,23.0
205,1,144.5,5.0,2.0,14.5,1.0,0.128798285048285,1.0,8.0
148,1,522.21,3.0,1.0,171.24,3.0,0.0204274891774891,0.0,23.0
542,1,81.78,2.0,1.0,11.88,1.0,0.1171224608724608,1.0,8.0
50,1,138.96,5.0,6.0,9.07,1.0,0.419320263070263,1.0,2.0
40,1,325.37,3.0,8.0,9.47,1.0,0.419320263070263,1.0,4.0
279,1,149.19,1.0,1.0,13.29,1.0,0.419320263070263,1.0,17.0
179,1,253.62,4.0,3.0,27.62,2.0,0.419320263070263,1.0,24.0
278,1,47.1,1.0,4.0,17.6,1.0,0.1171224608724608,1.0,11.0
242,1,208.77,5.0,8.0,12.87,1.0,0.419320263070263,1.0,9.0
511,1,80.12,3.0,1.0,14.63,1.0,0.419320263070263,0.0,7.0
431,1,213.9,4.0,3.0,23.91,1.0,0.419320263070263,1.0,10.0
164,1,160.42,1.0,1.0,20.52,1.0,0.0549138361638361,1.0,34.0
344,1,332.71,5.0,3.0,127.82,1.0,0.0136426073926073,1.0,5.0
308,1,299.59,4.0,2.0,10.59,1.0,0.034090909090909,1.0,11.0
179,1,128.02,4.0,2.0,32.22,2.0,0.0367236929736929,1.0,18.0
14,1,123.87,5.0,1.0,38.87,1.0,0.0204274891774891,1.0,12.0
129,3,211.82,5.0,1.0,18.106666666666666,1.0,0.020302614052614,0.6666666666666666,10.333333333333334
259,1,45.1,3.0,1.0,15.1,1.0,0.128798285048285,1.0,30.0
186,1,76.66,5.0,1.0,17.66,1.0,0.0549138361638361,0.0,16.0
254,1,75.65,1.0,1.0,16.66,1.0,0.0215721778221778,0.0,8.0
162,1,40.94,3.0,2.0,16.95,1.0,0.0204274891774891,1.0,8.0
356,1,37.01,1.0,3.0,12.6,1.0,0.0166916416916416,1.0,5.0
189,1,44.8,5.0,1.0,15.1,1.0,0.0204274891774891,1.0,14.0
278,1,106.29,5.0,5.0,16.39,1.0,0.419320263070263,1.0,20.0
412,1,179.35,3.0,5.0,29.45,1.0,0.0098755411255411,1.0,18.0
61,1,280.81,1.0,8.0,61.81,1.0,0.0049325674325674,1.0,47.0
242,1,144.65,4.0,3.0,15.65,1.0,0.1171224608724608,1.0,22.0
229,1,234.16,4.156186520855942,4.0,39.26,1.0,0.034090909090909,1.0,45.0
514,1,23.24,5.0,1.0,9.34,1.0,0.128798285048285,0.0,9.0
180,1,82.92,1.0,8.0,15.22,1.0,0.0367236929736929,1.0,17.0
322,1,123.38,5.0,1.0,25.38,2.0,0.419320263070263,1.0,5.0
511,1,35.93,2.0,1.0,12.93,1.0,0.419320263070263,1.0,5.0
558,1,106.69,4.0,10.0,20.7,1.0,0.0508033633033633,1.0,12.0
143,1,82.33,5.0,1.0,12.43,1.0,0.419320263070263,0.0,4.0
396,1,99.22,5.0,8.0,14.32,1.0,0.419320263070263,1.0,4.0
279,1,171.48,3.0,1.0,61.51,1.0,0.1171224608724608,0.0,21.0
14,1,45.18,5.0,1.0,18.29,1.0,0.002840909090909,0.0,14.0
178,2,243.54,4.5,8.0,16.869999999999997,1.0,0.0549138361638361,1.0,13.0
255,1,630.95,2.0,7.0,31.05,1.0,0.0166916416916416,1.0,19.0
50,1,116.91,1.0,1.0,40.56,3.0,0.128798285048285,1.0,10.0
344,1,194.82,5.0,10.0,34.92,1.0,0.0054008491508491,1.0,33.0
85,1,186.18,5.0,3.0,36.18,1.0,0.128798285048285,1.0,12.0
140,1,114.43,4.0,1.0,7.93,1.0,0.419320263070263,0.0,5.0
527,1,104.38,5.0,1.0,15.38,1.0,0.128798285048285,0.0,7.0
157,1,46.13,5.0,1.0,18.23,1.0,0.0508033633033633,0.0,14.0
282,1,216.2,5.0,4.0,42.2,2.0,0.0367236929736929,1.0,9.0
280,1,76.63,5.0,6.0,27.73,1.0,0.034090909090909,1.0,22.0
47,1,58.98,5.0,1.0,20.99,1.0,0.128798285048285,0.5,26.0
388,1,73.5,5.0,1.0,23.7,2.0,0.419320263070263,1.0,7.0
527,1,117.12,5.0,2.0,17.13,1.0,0.0549138361638361,1.0,13.0
338,1,148.12,5.0,1.0,68.13,1.0,0.419320263070263,0.0,7.0
201,1,61.01,5.0,6.0,15.11,1.0,0.1171224608724608,1.0,10.0
351,1,72.19,5.0,2.0,13.29,1.0,0.128798285048285,1.0,7.0
139,1,77.66,4.0,7.0,45.86,2.0,0.0072115384615384,1.0,15.0
188,1,103.64,5.0,10.0,13.65,1.0,0.419320263070263,1.0,10.0
388,1,95.64,3.0,6.0,52.8,3.0,0.419320263070263,1.0,15.0
270,1,156.41,3.0,2.0,17.41,1.0,0.034090909090909,1.0,25.0
15,1,2225.69,5.0,10.0,225.71,1.0,0.419320263070263,1.0,10.0
380,1,155.73,5.0,5.0,15.74,1.0,0.128798285048285,1.0,2.0
73,2,1510.38,3.5,5.5,40.29,1.0,0.419320263070263,0.6666666666666666,5.0
30,1,101.25,5.0,1.0,23.35,1.0,0.1171224608724608,1.0,10.0
78,1,40.39,5.0,1.0,7.49,1.0,0.419320263070263,1.0,2.0
33,1,622.28,5.0,10.0,23.38,1.0,0.0367236929736929,1.0,6.0
169,1,79.29,5.0,6.0,19.39,1.0,0.1171224608724608,1.0,14.0
416,1,119.48,1.0,8.0,39.68,2.0,0.0549138361638361,1.0,16.0
561,1,56.46,5.0,1.0,15.56,1.0,0.128798285048285,0.0,8.0
108,2,659.98,4.5,1.0,12.995,1.0,0.419320263070263,0.5,5.5
492,1,78.97,4.0,6.0,17.17,1.0,0.128798285048285,1.0,17.0
90,1,369.0,3.0,3.0,39.0,1.0,0.0136426073926073,1.0,13.0
330,1,223.32,5.0,8.0,27.69,1.0,0.128798285048285,1.0,15.0
356,1,1590.25,5.0,1.0,40.26,1.0,0.419320263070263,0.5,12.0
107,1,535.07,3.0,6.0,16.07,1.0,0.1171224608724608,1.0,17.0
279,1,149.73,5.0,14.0,28.83,1.0,0.0549138361638361,1.0,5.0
43,1,209.38,5.0,2.0,19.48,1.0,0.0204274891774891,1.0,12.0
316,1,446.36,4.0,5.0,46.38,2.0,0.419320263070263,1.0,1.0
38,1,26.31,5.0,2.0,16.32,1.0,0.419320263070263,1.0,4.0
55,1,78.11,5.0,2.0,23.11,1.0,0.0041729104229104,1.0,21.0
149,1,141.6,5.0,10.0,31.8,2.0,0.034090909090909,1.0,14.0
196,1,96.2,5.0,7.0,28.2,2.0,0.0508033633033633,1.0,5.0
40,1,312.92,4.0,10.0,82.92,1.0,0.1171224608724608,1.0,9.0
113,1,108.88,5.0,10.0,18.88,1.0,0.419320263070263,1.0,9.0
238,1,184.93,5.0,1.0,15.93,1.0,0.128798285048285,0.0,20.0
13,1,123.75,4.0,4.0,13.43,1.0,0.419320263070263,1.0,11.0
256,1,262.86,1.0,10.0,32.86,2.0,0.419320263070263,1.0,27.0
117,2,148.85,4.5,1.0,12.025,1.5,0.419320263070263,1.0,4.5
120,1,219.32,5.0,1.0,15.52,1.0,0.419320263070263,1.0,6.0
205,1,253.09,5.0,6.0,18.09,1.0,0.0166916416916416,1.0,20.0
20,1,140.56,5.0,2.0,30.57,1.0,0.0549138361638361,1.0,10.0
21,1,157.2,5.0,1.0,8.3,1.0,0.419320263070263,0.0,2.0
168,1,76.49,1.0,3.0,18.29,1.0,0.1171224608724608,1.0,23.0
75,1,35.85,5.0,1.0,8.35,1.0,0.419320263070263,0.5,6.0
144,2,113.08,5.0,1.0,17.14,1.0,0.0549138361638361,1.0,12.5
575,1,87.27,4.0,1.0,17.37,1.0,0.419320263070263,1.0,14.0
276,1,85.15,5.0,1.0,15.25,1.0,0.419320263070263,1.0,7.0
346,1,74.16,5.0,1.0,16.17,1.0,0.1171224608724608,0.0,8.0
344,1,137.21,5.0,1.0,38.21,1.0,0.0508033633033633,0.0,9.0
457,1,285.54,5.0,2.0,40.55,1.0,0.128798285048285,1.0,1.0
280,1,232.7,4.0,4.0,53.0,3.0,0.1171224608724608,1.0,12.0
171,1,68.13,1.0,6.0,18.23,1.0,0.0367236929736929,1.0,15.0
131,1,106.9,5.0,4.0,0.0,1.0,0.128798285048285,1.0,17.0
30,1,49.67,5.0,1.0,12.92,1.0,0.419320263070263,1.0,3.0
387,1,64.62,5.0,2.0,12.7,1.0,0.419320263070263,1.0,6.0
247,1,86.53,5.0,5.0,13.53,1.0,0.419320263070263,1.0,8.0
148,1,107.55,5.0,3.0,7.56,1.0,0.419320263070263,1.0,2.0
374,1,67.96,5.0,1.0,28.16,2.0,0.419320263070263,0.0,8.0
330,1,131.73,5.0,1.0,14.43,1.0,0.419320263070263,0.0,8.0
182,1,108.2,1.0,3.0,30.2,2.0,0.128798285048285,1.0,11.0
119,1,64.03,5.0,1.0,10.13,1.0,0.419320263070263,0.0,6.0
33,1,140.76,3.0,1.0,27.77,1.0,0.0549138361638361,1.0,12.0
393,1,31.75,4.0,1.0,11.85,1.0,0.419320263070263,1.0,9.0
148,1,66.85,5.0,1.0,16.95,1.0,0.020302614052614,0.0,14.0
189,1,125.0,5.0,3.0,20.0,1.0,0.419320263070263,1.0,9.0
191,1,44.48,5.0,1.0,8.72,1.0,0.419320263070263,1.0,4.0
512,1,113.8,4.0,10.0,18.9,1.0,0.0204274891774891,1.0,7.0
506,1,1400.33,3.0,1.0,25.33,1.0,0.0549138361638361,0.0,9.0
455,1,58.27,5.0,5.0,13.37,1.0,0.1171224608724608,1.0,10.0
149,1,69.32,5.0,1.0,19.32,1.0,0.419320263070263,0.0,7.0
233,1,117.77,5.0,1.0,9.77,1.0,0.128798285048285,0.0,3.0
466,1,33.25,5.0,1.0,8.27,1.0,0.0367236929736929,0.0,3.0
135,1,69.31,5.0,6.0,19.32,1.0,0.1171224608724608,1.0,11.0
421,1,74.77,5.0,2.0,19.87,1.0,0.128798285048285,1.0,8.0
353,1,113.62,5.0,1.0,13.72,1.0,0.419320263070263,1.0,8.0
55,1,176.93,5.0,3.0,41.93,1.0,0.0367236929736929,1.0,6.0
423,1,43.14,2.0,3.0,21.15,1.0,0.034090909090909,1.0,19.0
83,1,34.05,5.0,1.0,17.06,1.0,0.419320263070263,0.0,13.0
99,1,61.29,5.0,1.0,8.29,1.0,0.419320263070263,0.0,2.0
367,1,29.38,3.0,1.0,12.48,1.0,0.419320263070263,1.0,8.0
37,1,98.61,4.0,1.0,12.9,1.0,0.419320263070263,1.0,1.0
511,1,137.58,1.0,8.0,32.18,2.0,0.0549138361638361,1.0,11.0
94,1,298.98,4.0,2.0,27.98,1.0,0.1171224608724608,1.0,18.0
170,1,188.0,3.0,4.0,18.1,1.0,0.419320263070263,1.0,20.0
111,1,283.73,4.0,6.0,19.73,1.0,0.419320263070263,1.0,26.0
120,1,25.03,4.0,2.0,15.23,1.0,0.419320263070263,1.0,6.0
175,1,198.74,5.0,10.0,58.84,1.0,0.128798285048285,1.0,14.0
553,1,109.26,3.0,1.0,43.56,3.0,0.128798285048285,1.0,7.0
354,1,353.45,3.0,1.0,54.45,1.0,0.0075445387945387,0.0,30.0
23,1,297.76,5.0,1.0,10.76,1.0,0.419320263070263,0.0,4.0
230,1,225.22,5.0,1.0,17.22,1.0,0.1171224608724608,0.0,19.0
193,1,188.6,5.0,1.0,30.6,2.0,0.419320263070263,0.0,10.0
278,1,310.81,5.0,1.0,10.91,1.0,0.419320263070263,0.0,12.0
287,1,33.0,5.0,1.0,15.1,1.0,0.0549138361638361,0.5,21.0
323,1,24.75,5.0,1.0,11.85,1.0,0.419320263070263,0.0,15.0
13,1,26.78,5.0,2.0,12.79,1.0,0.419320263070263,1.0,5.0
240,1,56.79,5.0,1.0,26.89,1.0,0.002840909090909,0.0,17.0
65,1,68.94,5.0,1.0,18.45,1.0,0.128798285048285,1.0,8.0
146,1,69.93,5.0,1.0,13.43,1.0,0.419320263070263,1.0,5.0
528,1,57.24,5.0,1.0,17.44,2.0,0.419320263070263,1.0,8.0
582,1,70.93,5.0,1.0,11.03,1.0,0.419320263070263,1.0,7.0
368,1,73.64,3.0,1.0,17.64,1.0,0.128798285048285,0.0,16.0
194,1,37.77,5.0,3.0,7.78,1.0,0.419320263070263,1.0,5.0
373,1,176.74,4.0,3.0,16.75,1.0,0.419320263070263,1.0,6.0
44,2,447.28,3.0,7.5,67.63499999999999,3.5,0.0367236929736929,0.6666666666666666,8.5
131,1,116.06,5.0,5.0,13.16,1.0,0.419320263070263,1.0,12.0
312,1,158.52,5.0,1.0,12.52,1.0,0.419320263070263,0.0,16.0
152,1,218.27,5.0,8.0,19.27,1.0,0.0508033633033633,1.0,13.0
76,1,80.22,5.0,1.0,27.32,1.0,0.034090909090909,1.0,25.0
196,1,139.38,3.0,1.0,19.38,1.0,0.0098755411255411,1.0,28.0
219,1,29.44,5.0,1.0,15.79,1.0,0.034090909090909,1.0,8.0
167,1,101.64,5.0,2.0,13.74,1.0,0.419320263070263,1.0,6.0
57,1,32.43,5.0,3.0,7.44,1.0,0.419320263070263,1.0,7.0
36,1,142.57,5.0,8.0,22.77,1.0,0.034090909090909,1.0,7.0
230,1,181.57,5.0,3.0,15.91,1.0,0.419320263070263,1.0,10.0
5,2,58.39,5.0,1.0,8.335,1.0,0.419320263070263,1.0,3.5
287,1,34.76,5.0,1.0,9.27,1.0,0.419320263070263,1.0,5.0
379,1,17.22,4.0,1.0,8.72,1.0,0.419320263070263,1.0,1.0
172,1,208.87,5.0,6.0,23.87,1.0,0.1171224608724608,1.0,17.0
20,1,51.25,5.0,1.0,9.05,1.0,0.419320263070263,1.0,5.0
51,1,25.04,5.0,1.0,12.79,1.0,0.419320263070263,1.0,3.0
537,1,923.63,5.0,8.0,193.63,1.0,0.0166916416916416,1.0,18.0
164,1,123.18,4.0,2.0,23.28,1.0,0.0367236929736929,1.0,22.0
70,1,83.55,5.0,1.0,18.56,1.0,0.0508033633033633,1.0,7.0
31,1,2713.36,4.0,1.0,375.28,1.0,0.0508033633033633,0.0,8.0
193,1,41.13,5.0,1.0,17.63,1.0,0.0166916416916416,1.0,11.0
414,1,70.17,5.0,1.0,8.27,1.0,0.419320263070263,1.0,8.0
86,1,143.27,5.0,1.0,44.27,1.0,0.419320263070263,0.0,6.0
383,1,166.59,1.0,3.0,15.81,1.0,0.0549138361638361,1.0,38.0
366,1,81.82,5.0,4.0,12.82,1.0,0.419320263070263,1.0,4.0
519,1,156.58,5.0,3.0,16.68,1.0,0.419320263070263,1.0,5.0
547,1,45.86,5.0,4.0,10.96,1.0,0.419320263070263,1.0,6.0
563,1,69.45,5.0,1.0,14.55,1.0,0.419320263070263,1.0,8.0
482,1,113.38,5.0,2.0,16.38,1.0,0.020302614052614,1.0,5.0
232,1,103.07,3.0,4.0,17.17,1.0,0.034090909090909,1.0,20.0
328,1,166.43,2.0,1.0,36.53,1.0,0.419320263070263,0.0,17.0
495,1,271.02,5.0,1.0,41.12,1.0,0.0075445387945387,0.0,25.0
253,1,34.1,4.0,1.0,15.1,1.0,0.1171224608724608,0.5,9.0
15,1,86.44,1.0,1.0,11.54,1.0,0.419320263070263,1.0,5.0
111,1,187.59,5.0,2.0,43.59,1.0,0.0508033633033633,1.0,11.0
508,1,60.11,5.0,6.0,15.56,1.0,0.0367236929736929,1.0,25.0
202,1,100.34,2.0,1.0,15.35,1.0,0.0215721778221778,0.0,19.0
404,1,125.23,4.0,1.0,27.23,1.0,0.0098755411255411,1.0,23.0
194,1,354.86,2.0,1.0,68.87,1.0,0.419320263070263,0.0,13.0
459,1,165.11,5.0,1.0,30.31,2.0,0.0367236929736929,1.0,14.0
88,1,268.64,4.0,1.0,16.64,1.0,0.419320263070263,1.0,5.0
108,1,63.64,4.0,1.0,11.15,1.0,0.419320263070263,1.0,1.0
8,1,74.62,4.0,1.0,14.72,1.0,0.0508033633033633,1.0,5.0
187,1,165.48,5.0,1.0,17.48,1.0,0.128798285048285,0.0,26.0
80,1,160.77,5.0,3.0,18.87,1.0,0.419320263070263,1.0,7.0
421,1,84.26,4.0,1.0,14.36,1.0,0.0367236929736929,0.0,13.0
108,1,67.22,4.0,3.0,19.32,1.0,0.419320263070263,1.0,4.0
173,1,235.39,4.0,2.0,19.39,1.0,0.1171224608724608,1.0,10.0
506,1,139.6,1.0,7.0,29.7,1.0,0.0098755411255411,1.0,22.0
323,1,106.38,5.0,5.0,16.39,1.0,0.1171224608724608,1.0,9.0
191,1,745.51,2.0,1.0,21.51,1.0,0.128798285048285,0.0,23.0
428,1,170.32,5.0,6.0,50.52,2.0,0.1171224608724608,1.0,9.0
466,1,105.28,1.0,2.0,15.38,1.0,0.128798285048285,1.0,16.0
190,1,305.97,4.0,1.0,30.97,1.0,0.0367236929736929,0.0,29.0
142,1,52.29,5.0,1.0,7.39,1.0,0.419320263070263,0.0,1.0
28,1,147.9,5.0,7.0,19.0,1.0,0.0549138361638361,1.0,15.0
147,1,76.27,5.0,6.0,21.28,1.0,0.0166916416916416,1.0,13.0
219,1,90.19,2.0,8.0,25.29,1.0,0.419320263070263,1.0,31.0
175,1,39.32,5.0,1.0,9.42,1.0,0.419320263070263,0.5,4.0
279,1,75.03,4.0,1.0,20.87,1.0,0.419320263070263,0.0,9.0
344,1,118.26,5.0,7.0,18.27,1.0,0.0072115384615384,1.0,9.0
163,1,182.36,3.0,2.0,22.37,1.0,0.128798285048285,1.0,41.0
278,1,542.93,4.0,10.0,43.93,1.0,0.419320263070263,1.0,17.0
8,1,118.35,4.0,1.0,8.03,1.0,0.419320263070263,1.0,7.0
386,1,76.08,5.0,1.0,16.18,1.0,0.0215721778221778,1.0,15.0
229,1,39.55,3.0,1.0,11.85,1.0,0.419320263070263,1.0,9.0
342,1,257.79,5.0,6.0,17.44,1.0,0.128798285048285,0.5,6.0
23,1,165.02,5.0,4.0,19.12,1.0,0.128798285048285,1.0,6.0
433,1,122.84,3.0,1.0,34.88,4.0,0.419320263070263,0.0,4.0
220,1,313.28,1.0,2.0,33.48,2.0,0.0549138361638361,1.0,10.0
135,1,109.16,5.0,2.0,21.49,1.0,0.0166916416916416,0.25,9.0
259,1,117.38,5.0,1.0,27.48,1.0,0.0049325674325674,0.0,13.0
121,1,112.61,5.0,4.0,12.61,1.0,0.419320263070263,1.0,4.0
194,2,124.78,4.0,1.0,15.64,1.0,0.0549138361638361,1.0,13.5
153,1,117.74,5.0,8.0,23.24,1.0,0.419320263070263,1.0,11.0
45,1,173.84,5.0,1.0,23.85,1.0,0.128798285048285,0.0,10.0
256,1,194.48,3.0,4.0,27.49,1.0,0.0204274891774891,1.0,25.0
316,1,315.76,1.0,4.0,35.76,1.0,0.0075445387945387,1.0,30.0
319,1,293.59,5.0,2.0,17.69,1.0,0.0204274891774891,1.0,12.0
455,1,82.73,3.0,1.0,12.83,1.0,0.419320263070263,0.0,7.0
461,1,81.17,1.0,1.0,8.27,1.0,0.419320263070263,1.0,24.0
197,1,202.66,4.0,10.0,13.66,1.0,0.419320263070263,1.0,18.0
574,1,15.29,5.0,1.0,8.72,1.0,0.419320263070263,1.0,5.0
566,1,43.62,5.0,1.0,8.72,1.0,0.1171224608724608,0.0,6.0
380,1,66.59,1.0,1.0,16.6,1.0,0.0215721778221778,0.0,9.0
321,1,69.14,5.0,1.0,14.14,1.0,0.419320263070263,1.0,15.0
441,1,45.78,4.0,4.0,16.79,1.0,0.034090909090909,1.0,13.0
574,1,198.26,5.0,1.0,38.28,2.0,0.1171224608724608,1.0,12.0
